ChIP-Seq dataset	diPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	monoPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	TF	BEST SIM-TY	SIM-TY CHECK	CONSISTENCY CHECK	MOTIF CHECK	CHANCE TO SAVE
PEAKS030339	dichipmunk_pcm/HXB7_HUMAN^PEAKS030339.pcm	NA	0.003234878	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXB7_HUMAN^PEAKS030339.pcm	NA	0.002236646	HXB7_HUMAN	0.003234878	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030340	dichipmunk_pcm/HXB8_HUMAN^PEAKS030340.pcm	NA	5.18E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXB8_HUMAN^PEAKS030340.pcm	NA	5.56E-04	HXB8_HUMAN	0.000555639	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030153	dichipmunk_pcm/HXC11_HUMAN^PEAKS030153.pcm	6.74E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXC11_HUMAN^PEAKS030153.pcm	0.001851099	NA	HXC11_HUMAN	0.001851099	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030155	dichipmunk_pcm/HXC13_HUMAN^PEAKS030155.pcm	4.95E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXC13_HUMAN^PEAKS030155.pcm	9.72E-04	NA	HXC13_HUMAN	0.000972358	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030293	dichipmunk_pcm/HXC6_HUMAN^PEAKS030293.pcm	NA	5.05E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXC6_HUMAN^PEAKS030293.pcm	NA	7.46E-04	HXC6_HUMAN	0.000746163	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030296	dichipmunk_pcm/HXC8_HUMAN^PEAKS030296.pcm	NA	7.77E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXC8_HUMAN^PEAKS030296.pcm	NA	8.74E-04	HXC8_HUMAN	0.000873776	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030008	dichipmunk_pcm/HXD11_HUMAN^PEAKS030008.pcm	6.44E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/HXD11_HUMAN^PEAKS030008.pcm	6.86E-04	NA	HXD11_HUMAN	0.000686309	FAIL	IMPOSSIBLE	FAIL	-
PEAKS010533	dichipmunk_pcm/IKZF1_HUMAN^PEAKS010533.pcm	NA	0.007344241	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IKZF1_HUMAN^PEAKS010533.pcm	NA	0.006381585	IKZF1_HUMAN	0.007344241	FAIL	-	FAIL	-
PEAKS020402	dichipmunk_pcm/IKZF1_HUMAN^PEAKS020402.pcm	NA	0.00183328	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IKZF1_HUMAN^PEAKS020402.pcm	NA	0.004356808	IKZF1_HUMAN	0.004356808	FAIL	-	FAIL	-
PEAKS020070	dichipmunk_pcm/IRF1_HUMAN^PEAKS020070.pcm	NA	0.277367987	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF1_HUMAN^PEAKS020070.pcm	NA	0.260790329	IRF1_HUMAN	0.277367987	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020316	dichipmunk_pcm/IRF1_HUMAN^PEAKS020316.pcm	NA	0.183644478	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF1_HUMAN^PEAKS020316.pcm	NA	0.193350119	IRF1_HUMAN	0.193350119	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020347	dichipmunk_pcm/IRF1_HUMAN^PEAKS020347.pcm	NA	0.305107462	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF1_HUMAN^PEAKS020347.pcm	NA	0.313354898	IRF1_HUMAN	0.313354898	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020724	dichipmunk_pcm/IRF1_HUMAN^PEAKS020724.pcm	NA	3.57E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF1_HUMAN^PEAKS020724.pcm	NA	3.58E-04	IRF1_HUMAN	0.000358038	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030382	dichipmunk_pcm/IRF1_HUMAN^PEAKS030382.pcm	NA	4.81E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF1_HUMAN^PEAKS030382.pcm	NA	6.08E-04	IRF1_HUMAN	0.000607598	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030383	dichipmunk_pcm/IRF2_HUMAN^PEAKS030383.pcm	NA	0.004843042	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF2_HUMAN^PEAKS030383.pcm	NA	0.001232198	IRF2_HUMAN	0.004843042	FAIL	IMPOSSIBLE	FAIL	-
PEAKS020232	dichipmunk_pcm/IRF3_HUMAN^PEAKS020232.pcm	0.004151766	0.005533666	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF3_HUMAN^PEAKS020232.pcm	0.001779142	0.002394309	IRF3_HUMAN	0.005533666	FAIL	-	WRONG	-
PEAKS020553	dichipmunk_pcm/IRF3_HUMAN^PEAKS020553.pcm	0.001655107	0.001889461	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF3_HUMAN^PEAKS020553.pcm	0.001673715	0.001775807	IRF3_HUMAN	0.001889461	FAIL	-	WRONG	-
PEAKS020641	dichipmunk_pcm/IRF3_HUMAN^PEAKS020641.pcm	0.001431955	0.001734477	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF3_HUMAN^PEAKS020641.pcm	0.001177463	0.001776725	IRF3_HUMAN	0.001776725	FAIL	-	WRONG	-
PEAKS020392	dichipmunk_pcm/IRF4_HUMAN^PEAKS020392.pcm	0.03906656	0.218472047	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF4_HUMAN^PEAKS020392.pcm	0.038245844	0.215993306	IRF4_HUMAN	0.218472047	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020393	dichipmunk_pcm/IRF4_HUMAN^PEAKS020393.pcm	0.014018013	0.019152732	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF4_HUMAN^PEAKS020393.pcm	0.008885443	0.005217834	IRF4_HUMAN	0.019152732	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030377	dichipmunk_pcm/IRF9_HUMAN^PEAKS030377.pcm	0.002017943	0.001206664	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRF9_HUMAN^PEAKS030377.pcm	0.005249446	0.00151612	IRF9_HUMAN	0.005249446	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030158	dichipmunk_pcm/IRX2_HUMAN^PEAKS030158.pcm	0.001533334	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRX2_HUMAN^PEAKS030158.pcm	0.001300313	NA	IRX2_HUMAN	0.001533334	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030156	dichipmunk_pcm/IRX3_HUMAN^PEAKS030156.pcm	0.002998615	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/IRX3_HUMAN^PEAKS030156.pcm	0.003985589	NA	IRX3_HUMAN	0.003985589	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030175	dichipmunk_pcm/ISL1_HUMAN^PEAKS030175.pcm	NA	0.004083028	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ISL1_HUMAN^PEAKS030175.pcm	NA	0.002061804	ISL1_HUMAN	0.004083028	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030176	dichipmunk_pcm/ISL2_HUMAN^PEAKS030176.pcm	8.66E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ISL2_HUMAN^PEAKS030176.pcm	8.96E-04	NA	ISL2_HUMAN	0.000896198	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030084	dichipmunk_pcm/JDP2_HUMAN^PEAKS030084.pcm	9.66E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JDP2_HUMAN^PEAKS030084.pcm	0.002202028	NA	JDP2_HUMAN	0.002202028	FAIL	IMPOSSIBLE	FAIL	-
PEAKS020220	dichipmunk_pcm/JUNB_HUMAN^PEAKS020220.pcm	NA	0.390698004	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUNB_HUMAN^PEAKS020220.pcm	NA	0.395949036	JUNB_HUMAN	0.395949036	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030095	dichipmunk_pcm/JUNB_HUMAN^PEAKS030095.pcm	NA	6.23E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUNB_HUMAN^PEAKS030095.pcm	NA	0.001308733	JUNB_HUMAN	0.001308733	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010178	dichipmunk_pcm/JUND_HUMAN^PEAKS010178.pcm	NA	0.001235333	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS010178.pcm	NA	0.00664302	JUND_HUMAN	0.00664302	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010349	dichipmunk_pcm/JUND_HUMAN^PEAKS010349.pcm	NA	0.003552383	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS010349.pcm	NA	0.009157821	JUND_HUMAN	0.009157821	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020183	dichipmunk_pcm/JUND_HUMAN^PEAKS020183.pcm	NA	0.064335621	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020183.pcm	NA	0.072809116	JUND_HUMAN	0.072809116	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020247	dichipmunk_pcm/JUND_HUMAN^PEAKS020247.pcm	NA	0.064555401	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020247.pcm	NA	0.083384341	JUND_HUMAN	0.083384341	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020416	dichipmunk_pcm/JUND_HUMAN^PEAKS020416.pcm	NA	0.456349073	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020416.pcm	NA	0.549370195	JUND_HUMAN	0.549370195	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020493	dichipmunk_pcm/JUND_HUMAN^PEAKS020493.pcm	NA	0.001105918	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020493.pcm	NA	0.004816929	JUND_HUMAN	0.004816929	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020584	dichipmunk_pcm/JUND_HUMAN^PEAKS020584.pcm	NA	0.443226429	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020584.pcm	NA	0.502049376	JUND_HUMAN	0.502049376	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020611	dichipmunk_pcm/JUND_HUMAN^PEAKS020611.pcm	NA	0.009451176	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020611.pcm	NA	0.007252034	JUND_HUMAN	0.009451176	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020637	dichipmunk_pcm/JUND_HUMAN^PEAKS020637.pcm	NA	0.46869465	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020637.pcm	NA	0.543574093	JUND_HUMAN	0.543574093	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020698	dichipmunk_pcm/JUND_HUMAN^PEAKS020698.pcm	NA	0.532841167	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020698.pcm	NA	0.535814521	JUND_HUMAN	0.535814521	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020831	dichipmunk_pcm/JUND_HUMAN^PEAKS020831.pcm	NA	0.479493981	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020831.pcm	NA	0.610962241	JUND_HUMAN	0.610962241	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020833	dichipmunk_pcm/JUND_HUMAN^PEAKS020833.pcm	NA	0.41609178	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020833.pcm	NA	0.468607169	JUND_HUMAN	0.468607169	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020856	dichipmunk_pcm/JUND_HUMAN^PEAKS020856.pcm	NA	0.054791341	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020856.pcm	NA	0.016730121	JUND_HUMAN	0.054791341	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020867	dichipmunk_pcm/JUND_HUMAN^PEAKS020867.pcm	NA	0.240826707	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020867.pcm	NA	0.312358093	JUND_HUMAN	0.312358093	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020916	dichipmunk_pcm/JUND_HUMAN^PEAKS020916.pcm	NA	0.48205008	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020916.pcm	NA	0.464541833	JUND_HUMAN	0.48205008	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020960	dichipmunk_pcm/JUND_HUMAN^PEAKS020960.pcm	NA	0.326429029	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020960.pcm	NA	0.543895283	JUND_HUMAN	0.543895283	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020970	dichipmunk_pcm/JUND_HUMAN^PEAKS020970.pcm	NA	0.006210429	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS020970.pcm	NA	0.001760863	JUND_HUMAN	0.006210429	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021072	dichipmunk_pcm/JUND_HUMAN^PEAKS021072.pcm	NA	0.001726167	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS021072.pcm	NA	0.002926077	JUND_HUMAN	0.002926077	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030115	dichipmunk_pcm/JUND_HUMAN^PEAKS030115.pcm	NA	0.541253701	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_HUMAN^PEAKS030115.pcm	NA	0.487158244	JUND_HUMAN	0.541253701	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020348	dichipmunk_pcm/JUND_MOUSE^PEAKS020348.pcm	NA	0.100441514	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_MOUSE^PEAKS020348.pcm	NA	0.128458743	JUND_MOUSE	0.128458743	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020561	dichipmunk_pcm/JUND_MOUSE^PEAKS020561.pcm	NA	0.002524811	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUND_MOUSE^PEAKS020561.pcm	NA	0.002623485	JUND_MOUSE	0.002623485	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010109	dichipmunk_pcm/JUN_HUMAN^PEAKS010109.pcm	NA	0.167691415	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS010109.pcm	NA	0.210317642	JUN_HUMAN	0.210317642	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010571	dichipmunk_pcm/JUN_HUMAN^PEAKS010571.pcm	NA	0.002783038	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS010571.pcm	NA	0.004415507	JUN_HUMAN	0.004415507	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010624	dichipmunk_pcm/JUN_HUMAN^PEAKS010624.pcm	NA	0.004109306	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS010624.pcm	NA	0.004737821	JUN_HUMAN	0.004737821	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020029	dichipmunk_pcm/JUN_HUMAN^PEAKS020029.pcm	NA	0.019044401	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020029.pcm	NA	0.014967978	JUN_HUMAN	0.019044401	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020040	dichipmunk_pcm/JUN_HUMAN^PEAKS020040.pcm	NA	0.420834196	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020040.pcm	NA	0.172560867	JUN_HUMAN	0.420834196	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020146	dichipmunk_pcm/JUN_HUMAN^PEAKS020146.pcm	NA	0.200535609	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020146.pcm	NA	0.419972002	JUN_HUMAN	0.419972002	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020149	dichipmunk_pcm/JUN_HUMAN^PEAKS020149.pcm	NA	0.44539566	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020149.pcm	NA	0.394426581	JUN_HUMAN	0.44539566	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020340	dichipmunk_pcm/JUN_HUMAN^PEAKS020340.pcm	NA	0.414688099	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020340.pcm	NA	0.452731092	JUN_HUMAN	0.452731092	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020360	dichipmunk_pcm/JUN_HUMAN^PEAKS020360.pcm	NA	0.156978914	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020360.pcm	NA	0.191018976	JUN_HUMAN	0.191018976	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020364	dichipmunk_pcm/JUN_HUMAN^PEAKS020364.pcm	NA	0.385383373	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020364.pcm	NA	0.180043398	JUN_HUMAN	0.385383373	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020452	dichipmunk_pcm/JUN_HUMAN^PEAKS020452.pcm	NA	0.464126183	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020452.pcm	NA	0.359053498	JUN_HUMAN	0.464126183	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020711	dichipmunk_pcm/JUN_HUMAN^PEAKS020711.pcm	NA	0.070570705	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS020711.pcm	NA	0.175299772	JUN_HUMAN	0.175299772	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030022	dichipmunk_pcm/JUN_HUMAN^PEAKS030022.pcm	NA	0.001578881	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_HUMAN^PEAKS030022.pcm	NA	0.002313631	JUN_HUMAN	0.002313631	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020079	dichipmunk_pcm/JUN_MOUSE^PEAKS020079.pcm	NA	0.079142649	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/JUN_MOUSE^PEAKS020079.pcm	NA	0.124669816	JUN_MOUSE	0.124669816	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020151	dichipmunk_pcm/KAISO_HUMAN^PEAKS020151.pcm	NA	0.020140707	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020151.pcm	NA	0.058105111	KAISO_HUMAN	0.058105111	FAIL	PASS	PASS	-
PEAKS020161	dichipmunk_pcm/KAISO_HUMAN^PEAKS020161.pcm	NA	0.059041252	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020161.pcm	NA	0.064294419	KAISO_HUMAN	0.064294419	FAIL	-	-	-
PEAKS020235	dichipmunk_pcm/KAISO_HUMAN^PEAKS020235.pcm	NA	0.036268385	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020235.pcm	NA	0.043784673	KAISO_HUMAN	0.043784673	FAIL	PASS	PASS	-
PEAKS020312	dichipmunk_pcm/KAISO_HUMAN^PEAKS020312.pcm	NA	0.005967314	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020312.pcm	NA	0.043556226	KAISO_HUMAN	0.043556226	FAIL	-	-	-
PEAKS020334	dichipmunk_pcm/KAISO_HUMAN^PEAKS020334.pcm	NA	0.003096582	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020334.pcm	NA	0.002381145	KAISO_HUMAN	0.003096582	FAIL	-	FAIL	-
PEAKS020408	dichipmunk_pcm/KAISO_HUMAN^PEAKS020408.pcm	NA	0.026042943	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020408.pcm	NA	0.060816039	KAISO_HUMAN	0.060816039	FAIL	-	-	-
PEAKS020563	dichipmunk_pcm/KAISO_HUMAN^PEAKS020563.pcm	NA	0.032973555	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020563.pcm	NA	0.052343058	KAISO_HUMAN	0.052343058	FAIL	PASS	PASS	-
PEAKS020672	dichipmunk_pcm/KAISO_HUMAN^PEAKS020672.pcm	NA	0.04183444	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020672.pcm	NA	0.052337497	KAISO_HUMAN	0.052337497	FAIL	-	-	-
PEAKS020674	dichipmunk_pcm/KAISO_HUMAN^PEAKS020674.pcm	NA	0.062809662	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS020674.pcm	NA	0.061924119	KAISO_HUMAN	0.062809662	FAIL	-	-	-
PEAKS021036	dichipmunk_pcm/KAISO_HUMAN^PEAKS021036.pcm	NA	0.075251131	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS021036.pcm	NA	0.07746752	KAISO_HUMAN	0.07746752	FAIL	PASS	PASS	-
PEAKS030245	dichipmunk_pcm/KAISO_HUMAN^PEAKS030245.pcm	NA	0.003479212	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KAISO_HUMAN^PEAKS030245.pcm	NA	0.003743734	KAISO_HUMAN	0.003743734	FAIL	-	FAIL	-
PEAKS030038	dichipmunk_pcm/KLF15_HUMAN^PEAKS030038.pcm	NA	0.024757099	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KLF15_HUMAN^PEAKS030038.pcm	NA	0.015476616	KLF15_HUMAN	0.024757099	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030243	dichipmunk_pcm/KLF3_HUMAN^PEAKS030243.pcm	NA	0.001558359	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KLF3_HUMAN^PEAKS030243.pcm	NA	0.003803126	KLF3_HUMAN	0.003803126	FAIL	IMPOSSIBLE	FAIL	-
PEAKS010151	dichipmunk_pcm/KLF4_HUMAN^PEAKS010151.pcm	NA	0.014860026	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KLF4_HUMAN^PEAKS010151.pcm	NA	0.010392049	KLF4_HUMAN	0.014860026	FAIL	-	FAIL	-
PEAKS010006	dichipmunk_pcm/KLF4_MOUSE^PEAKS010006.pcm	NA	0.340298056	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KLF4_MOUSE^PEAKS010006.pcm	NA	0.455708424	KLF4_MOUSE	0.455708424	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030226	dichipmunk_pcm/KLF6_HUMAN^PEAKS030226.pcm	NA	0.036749826	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/KLF6_HUMAN^PEAKS030226.pcm	NA	0.020505714	KLF6_HUMAN	0.036749826	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030358	dichipmunk_pcm/LEF1_HUMAN^PEAKS030358.pcm	0.01180971	0.009684084	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/LEF1_HUMAN^PEAKS030358.pcm	0.006514575	0.004418766	LEF1_HUMAN	0.01180971	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030212	dichipmunk_pcm/LHX2_HUMAN^PEAKS030212.pcm	0.00696135	0.006522346	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/LHX2_HUMAN^PEAKS030212.pcm	0.007861937	0.007004144	LHX2_HUMAN	0.007861937	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030213	dichipmunk_pcm/LHX3_HUMAN^PEAKS030213.pcm	NA	0.005259611	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/LHX3_HUMAN^PEAKS030213.pcm	NA	0.007465997	LHX3_HUMAN	0.007465997	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030215	dichipmunk_pcm/LHX4_HUMAN^PEAKS030215.pcm	8.42E-04	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/LHX4_HUMAN^PEAKS030215.pcm	0.001126978	NA	LHX4_HUMAN	0.001126978	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030076	dichipmunk_pcm/LMX1B_HUMAN^PEAKS030076.pcm	0.011159763	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/LMX1B_HUMAN^PEAKS030076.pcm	0.008153692	NA	LMX1B_HUMAN	0.011159763	FAIL	IMPOSSIBLE	FAIL	+
PEAKS010602	dichipmunk_pcm/MAFA_MOUSE^PEAKS010602.pcm	NA	4.41E-04	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/MAFA_MOUSE^PEAKS010602.pcm	NA	5.76E-04	MAFA_MOUSE	0.000575973	FAIL	IMPOSSIBLE	FAIL	-
PEAKS020045	dichipmunk_pcm/MAFF_HUMAN^PEAKS020045.pcm	0.210750137	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/MAFF_HUMAN^PEAKS020045.pcm	0.190083178	NA	MAFF_HUMAN	0.210750137	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020544	dichipmunk_pcm/MAFF_HUMAN^PEAKS020544.pcm	0.20905021	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/MAFF_HUMAN^PEAKS020544.pcm	0.203876398	NA	MAFF_HUMAN	0.20905021	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
